mem_no,mem_sex,acpt_yn,mem_mbti_code,ptr_mem_no,ptr_mem_sex,ptr_acpt_yn,ptr_mbti_code,open_slct,want_slct,read_yn,ins_date
1664578,m,y,INFP,1626975,f,n,INFP,f,c,y,2021-09-23 08:44:59
1664578,m,y,INFP,1665175,f,n,ISFJ,f,s,y,2021-09-23 21:30:05
1664578,m,y,INFP,1422870,f,n,INFP,f,s,y,2021-09-23 21:38:40
1664744,m,y,ENFJ,1626975,f,n,INFP,f,s,y,2021-09-23 00:16:07
1491522,m,y,INTP,1626975,f,n,INFP,f,s,y,2021-09-09 20:56:00
1491522,m,y,INTP,1642606,f,n,ESFP,f,s,y,2021-09-06 19:31:23
1593295,m,y,ENFP,1615404,f,n,ESTJ,f,s,y,2021-09-16 18:30:43
1649361,m,y,INFJ,1615404,f,n,ESTJ,f,c,y,2021-09-26 16:46:15
598634,m,y,INFJ,1615404,f,n,ESTJ,f,c,y,2021-09-26 22:03:20
598634,m,y,INFJ,1645288,f,n,INFP,f,c,y,2021-09-24 14:58:39
598634,m,y,INFJ,1669930,f,n,ENFP,f,c,y,2021-09-28 16:30:39
598634,m,y,INFJ,1667944,f,n,ISFJ,f,c,y,2021-09-28 08:27:55
1667247,m,y,INFJ,1615404,f,n,ESTJ,f,c,y,2021-09-25 11:07:15
1667247,m,y,INFJ,1661700,f,n,ESTP,f,c,y,2021-09-25 11:29:28
181837,m,y,ENTP,1615404,f,n,ESTJ,f,c,y,2021-09-23 21:14:45
1489479,m,y,INFP,1615404,f,n,ESTJ,f,c,y,2021-09-23 12:20:17
1644407,m,y,ENFJ,1615404,f,n,ESTJ,f,s,y,2021-09-23 07:27:35
1644407,m,y,ENFJ,1345469,f,n,INFJ,f,s,y,2021-09-16 13:26:30
1038044,m,y,ISTP,1615404,f,n,ESTJ,f,c,y,2021-09-26 23:47:51
419780,m,y,INFJ,1615404,f,n,ESTJ,f,c,y,2021-09-26 23:39:39
1660930,m,y,ENFJ,1615404,f,n,ESTJ,f,s,y,2021-09-24 17:26:42
1356223,m,y,ENFJ,1615404,f,n,ESTJ,f,c,y,2021-09-24 22:12:18
1644627,m,y,INFP,1615404,f,n,ESTJ,f,s,y,2021-09-19 10:47:20
1644627,m,y,INFP,1439226,f,n,ESFP,f,c,y,2021-09-24 20:02:51
1510441,m,y,INFP,1615404,f,n,ESTJ,f,c,y,2021-09-23 22:45:24
1644675,m,y,INFP,1615404,f,n,ESTJ,f,s,y,2021-09-22 14:05:49
1644675,m,y,INFP,1475112,f,n,ENFJ,f,s,y,2021-09-10 20:32:47
939024,m,y,ESTP,1615404,f,n,ESTJ,f,c,y,2021-09-23 07:22:18
1029878,m,y,ENFP,1310402,f,n,ISFP,f,s,y,2021-09-19 14:00:02
1029878,m,y,ENFP,1393502,f,n,ENFJ,f,s,y,2021-09-19 12:00:21
1029878,m,y,ENFP,1670124,f,n,ENFP,f,c,y,2021-09-28 22:48:21
1566011,m,y,ISFP,1310402,f,n,ISFP,f,c,y,2021-09-28 07:15:03
1666543,m,y,ISFP,1549199,f,n,ENFP,f,c,y,2021-09-24 01:18:44
1666543,m,y,ISFP,1648284,f,n,ISTJ,f,c,y,2021-09-24 01:11:57
1660881,f,y,ISFP,1559777,m,y,ENTJ,i,s,y,2021-09-17 03:17:59
1660881,f,y,ISFP,1651682,m,n,INFP,f,s,y,2021-09-17 03:19:33
1660881,f,y,ISFP,1649519,m,y,ENFJ,i,s,y,2021-09-17 03:21:53
1660881,f,y,ISFP,1594526,m,n,ENFJ,f,s,y,2021-09-17 03:22:43
1660881,f,y,ISFP,1597420,m,n,ENFP,f,s,y,2021-09-17 03:17:33
1660881,f,y,ISFP,1090355,m,n,ISFJ,f,s,y,2021-09-17 03:22:21
1641895,f,y,INFP,1559777,m,n,ENTJ,f,s,y,2021-09-03 08:20:26
1641895,f,y,INFP,1238578,m,n,INFJ,f,s,y,2021-09-05 01:29:40
1641895,f,y,INFP,1506547,m,n,INFJ,f,s,y,2021-09-04 10:34:41
1641895,f,y,INFP,1648580,m,n,ISFP,f,s,y,2021-09-04 15:52:00
1641895,f,y,INFP,1096900,m,n,ISTJ,f,s,y,2021-09-10 18:22:17
1641895,f,y,INFP,1649519,m,n,ENFJ,f,s,y,2021-09-04 12:28:31
1641895,f,y,INFP,1504618,m,n,ENFJ,f,s,y,2021-09-21 20:17:43
1641895,f,y,INFP,1653711,m,n,INFJ,f,s,y,2021-09-10 18:22:00
1641895,f,y,INFP,1239054,m,n,INFJ,f,s,y,2021-09-04 16:40:33
1641895,f,y,INFP,1069374,m,n,INTP,f,s,y,2021-09-05 13:59:53
1641895,f,y,INFP,804320,m,n,ENFJ,f,s,y,2021-09-04 19:46:14
1641895,f,y,INFP,1666199,m,n,ISTP,f,c,y,2021-09-25 12:07:06
1641895,f,y,INFP,1649876,m,n,ESFJ,f,s,y,2021-09-03 09:49:06
1641895,f,y,INFP,1652780,m,n,ENTJ,f,s,y,2021-09-06 21:29:45
1641895,f,y,INFP,1580874,m,n,ENFJ,f,s,y,2021-09-04 15:45:20
1641895,f,y,INFP,1650549,m,n,ISTJ,f,s,y,2021-09-04 17:36:22
1641895,f,y,INFP,1521765,m,n,ENFJ,f,s,y,2021-09-04 10:13:34
1641895,f,y,INFP,152317,m,n,ENFP,f,s,y,2021-09-20 13:08:33
1641895,f,y,INFP,1669200,m,n,ISFP,f,s,y,2021-09-27 16:48:05
1641895,f,y,INFP,1655835,m,n,INFJ,f,s,y,2021-09-11 00:52:21
955091,m,y,INFP,1665546,f,n,INFP,f,c,n,2021-09-23 15:53:22
1378292,m,y,ISFP,1665546,f,n,INFP,f,c,y,2021-09-23 12:27:51
1378292,m,y,ISFP,1643407,f,n,ISFP,f,c,y,2021-09-23 10:51:59
1034383,m,y,ESFP,1665546,f,n,INFP,f,c,y,2021-09-23 15:22:18
1645395,m,y,ESTJ,1667386,f,n,INFP,f,c,y,2021-09-28 11:37:09
1583299,m,y,ENFP,1497474,f,n,ISFJ,f,s,y,2021-09-17 09:33:17
1583299,m,y,ENFP,1583267,f,n,ISFP,f,s,n,2021-09-18 01:25:45
1583299,m,y,ENFP,1456754,f,n,ESFJ,f,s,y,2021-09-18 00:57:29
1583299,m,y,ENFP,1661578,f,n,INTP,f,s,y,2021-09-18 09:20:18
1583299,m,y,ENFP,1588772,f,n,INTP,f,s,y,2021-09-11 10:24:27
1583299,m,y,ENFP,857892,f,n,ISTP,f,s,y,2021-09-18 01:01:14
1583299,m,y,ENFP,1437404,f,n,INFJ,f,s,y,2021-09-18 01:24:00
1583299,m,y,ENFP,731362,f,n,ISTP,f,s,y,2021-09-19 11:40:42
1583299,m,y,ENFP,1569432,f,n,ISFP,f,s,y,2021-09-27 17:38:23
1583299,m,y,ENFP,1661994,f,n,INFP,f,s,y,2021-09-18 23:25:25
1583299,m,y,ENFP,1652388,f,n,ISFP,f,s,y,2021-09-06 08:01:04
1583299,m,y,ENFP,1656287,f,n,ENFJ,f,s,n,2021-09-13 22:59:15
1583299,m,y,ENFP,1633701,f,n,INTP,f,s,y,2021-09-15 18:22:57
1583299,m,y,ENFP,1659717,f,n,INFJ,f,s,y,2021-09-17 09:25:47
1583299,m,y,ENFP,1589566,f,n,INFP,f,s,n,2021-09-18 01:17:51
1311994,m,y,INFJ,1497474,f,n,ISFJ,f,c,n,2021-09-24 21:47:08
1666969,m,y,ENTJ,1511196,f,n,ENFJ,f,s,y,2021-09-26 16:10:22
1666969,m,y,ENTJ,1664712,f,n,ISFP,f,s,y,2021-09-29 09:35:47
1666969,m,y,ENTJ,1638697,f,n,INFP,f,s,y,2021-09-26 10:19:42
1666969,m,y,ENTJ,408002,f,n,INFP,f,s,y,2021-09-29 20:52:44
1666969,m,y,ENTJ,1566691,f,n,ISTJ,f,c,y,2021-09-25 20:28:46
1416160,m,y,ISFP,1232806,f,n,ENFJ,f,s,y,2021-09-20 14:50:55
1539184,m,y,ESFJ,1232806,f,n,ENFJ,f,s,y,2021-09-17 22:03:45
1554170,m,y,INTJ,1579869,f,n,ISFP,f,s,y,2021-09-20 06:49:47
1530319,m,y,INFP,1624760,f,n,ESFP,f,s,y,2021-09-28 13:38:49
1530020,m,y,INFJ,1569496,f,n,ENFP,f,c,n,2021-09-24 17:40:32
1133830,m,y,ISFP,1451511,f,n,ESFJ,f,c,y,2021-09-28 21:57:40
1516608,m,y,ENTP,1589500,f,n,INFP,f,s,y,2021-09-17 14:25:10
1664126,m,y,INFJ,1486068,f,n,INFJ,f,c,y,2021-09-27 08:43:30
1549586,m,y,INFJ,777964,f,n,INTP,f,s,y,2021-09-25 20:35:48
1549586,m,y,INFJ,533260,f,n,ENTJ,f,s,y,2021-09-24 22:26:18
1549586,m,y,INFJ,1664606,f,y,INFP,i,s,y,2021-09-22 23:15:46
1643513,m,y,INFP,777964,f,n,INTP,f,s,y,2021-09-02 23:02:20
1643513,m,y,INFP,1637182,f,n,INFP,f,s,y,2021-09-01 06:19:05
1643513,m,y,INFP,1651751,f,n,ENFJ,f,s,y,2021-09-05 14:18:17
1646493,m,y,ENTJ,777964,f,n,INTP,f,s,y,2021-09-04 13:51:01
1646493,m,y,ENTJ,1649821,f,n,ISFJ,f,s,y,2021-09-02 23:28:50
1646493,m,y,ENTJ,1028973,f,n,ISFP,f,s,y,2021-09-05 21:26:23
1646493,m,y,ENTJ,1412650,f,n,ISFJ,f,s,y,2021-09-03 19:56:07
1465689,m,y,ESFP,1374589,f,n,ISFP,f,c,n,2021-09-25 19:25:55
1465689,m,y,ESFP,1429511,f,n,ISTJ,f,c,n,2021-09-25 19:49:19
1465689,m,y,ESFP,1326607,f,n,ESFJ,f,s,n,2021-09-25 21:10:44
1535664,m,y,ENFP,1656242,f,n,ENFJ,f,s,y,2021-09-27 11:11:32
1535664,m,y,ENFP,1274814,f,n,ENFJ,f,s,y,2021-09-10 13:11:58
1535664,m,y,ENFP,634886,f,n,INFP,f,s,n,2021-09-06 18:48:34
1001393,m,y,INTP,1656242,f,n,ENFJ,f,s,y,2021-09-11 14:41:40
1649890,m,y,ENFP,1574144,f,n,ENTP,f,s,y,2021-09-10 18:03:42
1649890,m,y,ENFP,1478131,f,n,ISTP,f,s,y,2021-09-04 23:09:39
1649890,m,y,ENFP,310262,f,n,ISFP,f,s,y,2021-09-05 14:47:52
1663101,m,y,INFP,1574144,f,n,ENTP,f,s,y,2021-09-28 19:47:28
1663101,m,y,INFP,1302306,f,n,ENTP,f,c,y,2021-09-28 19:59:54
1646140,m,y,INFP,1574144,f,n,ENTP,f,s,y,2021-09-07 22:41:32
1660945,m,y,ESFP,1574144,f,n,ENTP,f,s,y,2021-09-20 16:29:08
1591951,m,y,INFP,1574144,f,n,ENTP,f,c,y,2021-09-29 22:18:24
1105498,m,y,INFP,1545431,f,n,ESFP,f,s,n,2021-09-22 08:12:24
1105498,m,y,INFP,1663616,f,n,ESFP,f,s,y,2021-09-22 08:08:48
1469860,m,y,INFP,1660541,f,n,INFJ,f,c,y,2021-09-29 01:13:20
627682,m,y,INFJ,1669210,f,n,ISTP,f,s,y,2021-09-27 11:51:42
1019788,m,y,INFP,1498096,f,n,ENTJ,f,c,n,2021-09-27 23:22:06
1019788,m,y,INFP,1637182,f,n,INFP,f,c,y,2021-09-29 18:02:05
1663710,m,y,INFJ,1071386,f,n,ENFP,f,c,n,2021-09-29 06:06:08
1109518,m,y,ESTJ,1071386,f,n,ENFP,f,c,n,2021-09-27 14:52:11
1109518,m,y,ESTJ,1008508,f,n,ESTJ,f,c,y,2021-09-26 21:20:39
1109518,m,y,ESTJ,1036593,f,n,INTP,f,c,y,2021-09-23 20:48:41
1109518,m,y,ESTJ,1655501,f,n,ESFJ,f,c,y,2021-09-26 21:34:25
1109518,m,y,ESTJ,1619351,f,n,INFP,f,c,n,2021-09-29 22:54:19
1109518,m,y,ESTJ,1580700,f,n,ESTJ,f,c,y,2021-09-24 21:39:53
1656873,m,y,INFP,1534696,f,n,INFP,f,c,n,2021-09-28 15:52:41
1656873,m,y,INFP,1290795,f,n,ISTJ,f,s,y,2021-09-15 17:05:38
1656873,m,y,INFP,1589203,f,y,ESFP,i,s,y,2021-09-16 23:02:48
1417861,m,y,ISTP,1664396,f,n,ESFP,f,s,y,2021-09-23 01:15:29
950894,m,y,ENFP,1662325,f,n,INFP,f,c,y,2021-09-28 12:47:26
950894,m,y,ENFP,1487902,f,n,INFP,f,s,n,2021-09-27 22:06:14
950894,m,y,ENFP,1653240,f,n,ISTP,f,s,y,2021-09-27 21:52:44
950894,m,y,ENFP,1659969,f,n,ENFJ,f,s,y,2021-09-28 12:46:05
1591979,m,y,INFP,1008508,f,n,ESTJ,f,s,y,2021-09-02 18:52:15
1512158,m,y,ENFP,1644344,f,n,ENFP,f,s,y,2021-09-02 20:10:16
1512158,m,y,ENFP,1663287,f,n,INFP,f,s,y,2021-09-22 06:04:37
1512158,m,y,ENFP,1666878,f,n,ESFP,f,s,y,2021-09-24 21:54:25
1666874,m,y,INFP,1668656,f,n,ISFJ,f,c,y,2021-09-29 12:05:49
1666874,m,y,INFP,1214515,f,n,ISFP,f,s,y,2021-09-27 19:14:12
1666874,m,y,INFP,1647862,f,n,ESTP,f,s,y,2021-09-29 08:36:24
1484519,m,y,ISFP,1668656,f,n,ISFJ,f,c,y,2021-09-26 23:07:55
1484519,m,y,ISFP,1666878,f,n,ESFP,f,c,y,2021-09-24 16:25:40
1659410,f,y,ISFP,1634188,m,n,ENFP,f,c,y,2021-09-26 09:40:20
1661492,m,y,INFP,1651318,f,n,ENFJ,f,s,y,2021-09-20 22:57:21
1661492,m,y,INFP,1111654,f,n,INFP,f,s,y,2021-09-23 10:52:37
1664767,m,y,INFJ,1641384,f,n,ISTP,f,c,y,2021-09-28 22:57:19
1664767,m,y,INFJ,1348723,f,n,ENFP,f,s,y,2021-09-22 01:37:23
1617830,m,y,ISTP,1641384,f,n,ISTP,f,s,y,2021-09-27 20:23:23
1617830,m,y,ISTP,1130360,f,n,ISTJ,f,s,y,2021-08-31 12:09:22
996821,m,y,ISFJ,1264965,f,n,ISFJ,f,s,y,2021-09-02 23:24:06
1498204,m,y,INFP,1264965,f,n,ISFJ,f,s,y,2021-09-19 23:18:51
1498204,m,y,INFP,1387728,f,n,ENTP,f,s,n,2021-09-26 22:29:01
1498204,m,y,INFP,1613650,f,n,ISFP,f,s,y,2021-08-31 23:53:20
1662593,m,y,INFJ,840348,f,n,ENFJ,f,s,y,2021-09-19 21:21:29
1604103,m,y,INFP,840348,f,n,ENFJ,f,c,y,2021-09-26 07:43:44
1604103,m,y,INFP,1522635,f,n,ENTP,f,c,y,2021-09-27 23:42:48
1604103,m,y,INFP,1574128,f,n,INTP,f,c,y,2021-09-26 06:27:49
1604103,m,y,INFP,1347455,f,n,ISTP,f,c,y,2021-09-25 00:20:57
1604103,m,y,INFP,714909,f,n,ISFP,f,c,y,2021-09-27 15:08:46
886003,m,y,INFP,1378013,f,n,INFJ,f,c,n,2021-09-28 01:28:18
1667190,m,y,ENFJ,1571670,f,n,ENFJ,f,c,y,2021-09-26 15:35:09
1662685,m,y,INFJ,1442186,f,n,ESTP,f,c,y,2021-09-26 10:50:03
1662685,m,y,INFJ,1302306,f,n,ENTP,f,s,y,2021-09-29 00:44:04
1662685,m,y,INFJ,1593432,f,n,INFP,f,s,y,2021-09-26 10:42:32
1479742,m,y,INFP,1546491,f,n,ISFP,f,s,y,2021-09-07 23:47:11
1297037,m,y,ENFJ,1546491,f,n,ISFP,f,c,n,2021-09-29 21:41:26
1659220,m,y,INFJ,1566248,f,n,ENFP,f,c,y,2021-09-23 20:14:30
1602747,m,y,INFJ,1566248,f,n,ENFP,f,c,y,2021-09-23 18:17:47
1661120,m,y,INTJ,1576608,f,n,INTP,f,c,y,2021-09-24 00:35:26
1661120,m,y,INTJ,1602318,f,n,INFP,f,c,y,2021-09-24 20:42:59
1661120,m,y,INTJ,1621554,f,n,INFP,f,c,y,2021-09-24 09:29:04
1661120,m,y,INTJ,1583339,f,n,INFP,f,c,y,2021-09-28 15:12:33
1651010,m,y,ISFJ,1127997,f,n,ESFJ,f,c,n,2021-09-28 07:02:29
1651010,m,y,ISFJ,1476833,f,n,ENFJ,f,c,n,2021-09-28 06:53:38
1651010,m,y,ISFJ,991609,f,n,ISFP,f,s,n,2021-09-27 23:43:11
863834,m,y,INFJ,1664788,f,n,INTJ,f,s,y,2021-09-22 20:01:16
863834,m,y,INFJ,1669697,f,n,ISFJ,f,s,y,2021-09-27 23:45:27
863834,m,y,INFJ,1653240,f,n,ISTP,f,s,y,2021-09-07 12:31:00
838795,m,y,ISFP,1664788,f,n,INTJ,f,s,n,2021-09-23 00:57:24
1244319,m,y,ENTP,1664712,f,n,ISFP,f,s,y,2021-09-24 08:06:16
1670359,m,y,ENFJ,1664712,f,n,ISFP,f,c,y,2021-09-28 22:41:18
1631431,m,y,INFP,1664712,f,n,ISFP,f,c,y,2021-09-26 13:29:57
1669145,m,y,INFJ,1664712,f,n,ISFP,f,s,y,2021-09-27 03:48:52
1124444,m,y,ENTJ,1664712,f,n,ISFP,f,c,y,2021-09-25 01:30:02
1628292,m,y,ISTJ,1664712,f,n,ISFP,f,s,y,2021-09-29 22:09:59
1613194,m,y,ISFP,1664712,f,n,ISFP,f,c,y,2021-09-26 23:17:12
1613194,m,y,ISFP,1660881,f,n,ISFP,f,c,y,2021-09-26 22:13:36
1627284,m,y,INFJ,1664712,f,n,ISFP,f,c,y,2021-09-23 09:41:07
1571261,m,y,INFP,1664712,f,n,ISFP,f,c,y,2021-09-24 23:31:11
1571261,m,y,INFP,1637201,f,n,INFP,f,c,y,2021-09-25 00:16:20
1622657,m,y,INFP,1659103,f,n,ENFP,f,s,y,2021-09-14 23:37:46
1550527,m,y,INTJ,1335540,f,n,ISFJ,f,c,n,2021-09-28 07:00:01
1532430,m,y,ISFP,1526299,f,n,ESTP,f,c,n,2021-09-28 13:28:26
1532430,m,y,ISFP,1623535,f,n,INFJ,f,c,n,2021-09-28 17:52:36
1532430,m,y,ISFP,1670095,f,n,ENTP,f,c,y,2021-09-28 12:10:29
1661825,m,y,INTJ,1640082,f,n,ESFP,f,c,y,2021-09-27 12:49:59
1670562,m,y,ENTP,1515741,f,n,ENTJ,f,s,n,2021-09-29 10:42:02
1670562,m,y,ENTP,1619103,f,n,ESFP,f,s,n,2021-09-29 15:30:11
1670562,m,y,ENTP,1621554,f,n,INFP,f,s,y,2021-09-29 10:38:06
1670562,m,y,ENTP,1629474,f,n,ENFJ,f,s,n,2021-09-29 15:24:41
1614039,m,y,INFP,1131838,f,y,INTJ,f,s,y,2021-08-31 20:19:04
1544900,m,y,ISFJ,1490420,f,n,ISFJ,f,s,y,2021-09-19 06:46:07
1057870,m,y,ENFP,1490420,f,n,ISFJ,f,s,y,2021-09-04 07:39:25
1589188,f,y,INTP,1487098,m,n,INFJ,f,s,y,2021-08-31 22:53:09
1414122,m,y,ISFP,1671050,f,n,ENFP,f,c,y,2021-09-29 22:14:32
1631835,m,y,ENTJ,1607910,f,n,ISFJ,f,s,y,2021-09-06 07:54:32
1609815,m,y,ISTJ,1654611,f,n,ISTP,f,s,y,2021-09-16 11:46:33
1609815,m,y,ISTJ,938926,f,n,ISFJ,f,s,y,2021-09-01 00:39:56
1609815,m,y,ISTJ,1660172,f,n,ESFJ,f,s,y,2021-09-16 13:43:48
1609815,m,y,ISTJ,803772,f,n,ENTP,f,s,y,2021-09-17 14:18:15
1609815,m,y,ISTJ,1299118,f,n,ENTJ,f,s,y,2021-09-17 10:59:01
1609815,m,y,ISTJ,1493035,f,n,INTP,f,s,y,2021-09-16 11:22:49
1609815,m,y,ISTJ,1613650,f,n,ISFP,f,s,y,2021-09-16 11:30:09
1609815,m,y,ISTJ,1536737,f,n,ESTP,f,s,n,2021-09-16 14:25:17
1609815,m,y,ISTJ,1194117,f,n,ESFP,f,s,y,2021-09-16 11:35:08
1609815,m,y,ISTJ,1615210,f,n,ISFP,f,s,y,2021-09-02 19:46:00
1609815,m,y,ISTJ,799123,f,n,ISFP,f,s,n,2021-09-17 10:58:17
1609815,m,y,ISTJ,1114351,f,n,ISFP,f,s,y,2021-09-08 21:34:20
716166,m,y,ISFJ,1664973,f,n,ENTJ,f,c,y,2021-09-23 18:47:27
1643463,m,y,ISFJ,1590048,f,n,ENTJ,f,s,y,2021-08-31 21:30:42
1643463,m,y,ISFJ,1533027,f,n,ESFP,f,s,y,2021-08-31 21:46:12
1643463,m,y,ISFJ,1409709,f,n,ISFP,f,s,y,2021-08-31 21:27:23
1643463,m,y,ISFJ,1589223,f,n,INFP,f,s,y,2021-08-31 21:53:26
1647173,m,y,ENFP,1439226,f,n,ESFP,f,s,y,2021-09-05 10:28:00
1340382,m,y,INFP,1439226,f,n,ESFP,f,s,y,2021-09-17 15:42:13
1340382,m,y,INFP,1562539,f,n,ENFP,f,s,y,2021-09-21 15:46:16
1340382,m,y,INFP,1579551,f,n,ESTJ,f,s,y,2021-09-21 19:39:25
1340382,m,y,INFP,1659788,f,n,ISFP,f,s,y,2021-09-18 09:01:13
741298,m,y,INTP,1439226,f,n,ESFP,f,c,y,2021-09-23 20:17:41
1505429,m,y,ISTP,1274814,f,n,ENFJ,f,s,y,2021-09-25 11:04:54
1047607,m,y,INFP,1652654,f,n,ISFJ,f,c,y,2021-09-26 15:44:31
1669737,m,y,INFJ,145209,f,n,ENTP,f,c,y,2021-09-29 06:37:58
1669094,m,y,ENFJ,145209,f,n,ENTP,f,s,y,2021-09-27 01:23:34
1669094,m,y,ENFJ,1562203,f,n,ISFP,f,c,y,2021-09-27 00:16:49
1547086,f,y,INTP,1049725,m,n,ENFJ,f,c,y,2021-09-29 11:06:59
1628407,m,y,ENFP,1467095,f,y,ENTP,i,s,y,2021-09-03 20:44:47
1135161,m,y,ISFJ,1664513,f,n,ENTP,f,c,y,2021-09-29 00:35:05
726567,m,y,ESFJ,1641388,f,n,ESTJ,f,c,n,2021-09-24 22:55:49
1503917,m,y,ESFP,1484630,f,n,INFJ,f,s,n,2021-09-05 13:11:03
1503917,m,y,ESFP,1657658,f,n,ISTJ,f,s,y,2021-09-16 14:12:56
1244628,m,y,INFJ,881931,f,n,ENTP,f,c,y,2021-09-29 13:49:40
1284279,m,y,INFP,746060,f,n,INFJ,f,s,y,2021-09-04 20:15:33
1067161,m,y,INFP,1664047,f,n,ISFP,f,s,y,2021-09-21 10:36:38
796000,m,y,ENFJ,908552,f,y,ISFP,f,s,y,2021-09-25 06:22:29
796000,m,y,ENFJ,1474555,f,n,ISTJ,f,c,y,2021-09-24 22:37:54
1656673,m,y,ENFJ,908552,f,y,ISFP,i,s,y,2021-09-18 12:47:58
1463566,m,y,INFJ,908552,f,n,ISFP,f,c,y,2021-09-23 19:21:45
1439591,m,y,ISFP,1214515,f,n,ISFP,f,c,y,2021-09-23 23:59:21
1439591,m,y,ISFP,547704,f,n,ISFP,f,c,y,2021-09-25 09:18:58
1258994,m,y,INFP,1214515,f,n,ISFP,f,c,y,2021-09-26 03:54:41
1645652,f,y,ISFP,850319,m,n,ESFJ,f,s,y,2021-09-20 13:25:35
962415,m,y,ISTP,1386839,f,n,ISTJ,f,c,y,2021-09-28 10:41:52
867917,m,y,ENFP,1386839,f,n,ISTJ,f,s,y,2021-09-18 22:08:38
1605892,f,y,ISFP,1096409,m,n,INFP,f,c,y,2021-09-29 17:46:29
1667720,m,y,ESFP,1668615,f,n,ENFP,f,c,y,2021-09-26 17:40:56
1667720,m,y,ESFP,1661632,f,n,ESFJ,f,c,y,2021-09-26 10:07:43
1535164,m,y,INFP,1596093,f,n,ESFP,f,c,y,2021-09-27 23:49:15
1667570,m,y,INFP,1596093,f,n,ESFP,f,c,y,2021-09-28 00:01:46
1668823,m,y,ISFP,1666804,f,n,ISFP,f,c,y,2021-09-27 18:19:53
1668823,m,y,ISFP,1582730,f,n,INFJ,f,c,y,2021-09-27 16:20:08
1671064,m,y,ISFP,1375878,f,n,ESFJ,f,s,n,2021-09-30 02:04:27
1650173,f,y,INFP,1514470,m,n,INTP,f,s,y,2021-09-04 01:58:41
1167789,m,y,ESFP,938926,f,n,ISFJ,f,s,y,2021-09-29 19:21:36
1572796,m,y,INFJ,938926,f,n,ISFJ,f,c,y,2021-09-26 18:19:23
1536450,m,y,ENFJ,938926,f,n,ISFJ,f,s,y,2021-09-29 15:03:20
1536450,m,y,ENFJ,1656340,f,n,INFP,f,s,y,2021-09-27 12:58:30
1536450,m,y,ENFJ,1588772,f,n,INTP,f,c,n,2021-09-27 01:04:46
1654749,m,y,ISFP,938926,f,n,ISFJ,f,s,y,2021-09-10 01:37:50
1654749,m,y,ISFP,1653037,f,n,ENFP,f,s,y,2021-09-09 16:56:20
1654749,m,y,ISFP,1542453,f,n,INTJ,f,s,y,2021-09-10 01:50:01
1654749,m,y,ISFP,1065808,f,n,ISFP,f,s,y,2021-09-10 02:22:24
1659335,m,y,INTP,938926,f,n,ISFJ,f,c,y,2021-09-25 10:59:57
1659335,m,y,INTP,1080364,f,n,INFJ,f,s,n,2021-09-15 17:55:23
1094464,m,y,ESFP,938926,f,n,ISFJ,f,s,y,2021-09-28 23:39:41
1094464,m,y,ESFP,658329,f,n,ISFP,f,s,y,2021-09-27 12:18:11
1631455,m,y,INTP,1640261,f,n,INFP,f,c,y,2021-09-28 22:49:56
1631455,m,y,INTP,1504558,f,n,ISFJ,f,s,y,2021-08-31 21:27:14
1291472,m,y,ESTP,1605568,f,n,ISFJ,f,s,y,2021-09-19 23:44:21
1291472,m,y,ESTP,1631685,f,n,INTP,f,s,y,2021-09-04 10:06:35
1194239,m,y,ESFP,1605568,f,n,ISFJ,f,c,y,2021-09-28 01:48:54
1286332,m,y,INFP,1605568,f,n,ISFJ,f,s,y,2021-09-20 11:32:11
1536026,m,y,INFP,1605568,f,n,ISFJ,f,s,y,2021-09-20 13:32:44
1536026,m,y,INFP,658221,f,n,ENTJ,f,s,y,2021-09-24 01:39:47
1536026,m,y,INFP,1526189,f,n,ISFJ,f,s,y,2021-09-24 00:26:33
1536026,m,y,INFP,933397,f,n,INFP,f,s,y,2021-09-24 02:57:00
1536026,m,y,INFP,1655979,f,n,INFP,f,s,y,2021-09-11 01:32:13
1536026,m,y,INFP,1525941,f,n,ENFP,f,s,y,2021-09-16 08:32:39
1640957,m,y,ISFP,1660172,f,n,ESFJ,f,s,y,2021-09-16 14:18:19
1640957,m,y,ISFP,1576650,f,n,ENFJ,f,s,n,2021-09-21 21:07:48
1640957,m,y,ISFP,1629414,f,n,ESFP,f,s,y,2021-09-16 12:49:17
1370725,m,y,ESTJ,1660172,f,n,ESFJ,f,c,y,2021-09-28 11:10:41
1384849,m,y,INFJ,1660172,f,n,ESFJ,f,s,y,2021-09-18 09:15:21
1666389,m,y,INFP,609806,f,n,INFP,f,s,n,2021-09-25 17:27:28
1666389,m,y,INFP,624940,f,n,INTP,f,s,n,2021-09-24 23:58:59
1625151,m,y,INFP,1667365,f,n,INTJ,f,c,y,2021-09-25 19:05:18
1638477,m,y,ESFJ,1613906,f,n,ISFJ,f,c,n,2021-09-27 20:24:11
1286712,f,y,ISFP,1305853,m,n,INFP,f,s,y,2021-09-10 11:13:04
1670196,m,y,ESTP,1666797,f,n,INTJ,f,c,y,2021-09-28 15:45:37
1666815,m,y,ISFP,1666797,f,n,INTJ,f,c,y,2021-09-24 15:29:27
1666815,m,y,ISFP,1562078,f,n,ISFP,f,c,y,2021-09-24 15:41:12
1666815,m,y,ISFP,1621530,f,n,INTP,f,c,y,2021-09-24 15:48:41
1666815,m,y,ISFP,1024044,f,n,INTP,f,c,y,2021-09-24 17:05:39
1667634,f,y,ESFJ,1654462,m,n,ESTJ,f,c,y,2021-09-25 23:39:28
